p0x,p0y,p0z,p1x,p1y,p1z,p2x,p2y,p2z,p3x,p3y,p3z,,,,,,,,,,,,
-175.973806069157,73.784438426032,2384.7202445354,-84.6307014407384,60.9600550982604,1821.04184238403,-82.8974624647389,110.265859516847,2038.5300631794,-133.172934964228,131.833887788851,2012.38244824878,-7745.19899174448,-343.274100802385,13186.5301734056,0,0,0,0,0,0,0,0,0
-71.3026894832661,62.5690195489894,1883.40751538375,-163.482744688676,80.0345520999243,2491.9337366421,-67.1262043365148,114.237473582875,2091.03647515419,-121.105604411638,137.579639944455,2059.66090303984,179552.283391624,6395.83676797615,-303484.466118477,-9789.61399590404,-299.970536196209,16476.6411298206,-56255.8924004101,-918.396862974092,93500.155448977,0,0,0
-64.5441773835969,42.5705177655463,1905.23171638718,-132.408823494759,48.050742281593,2168.08704953366,-53.6724540526373,80.6267225424639,1867.50028691069,-100.703098651218,99.2219576237838,1840.19814262493,0,0,0,0,0,0,0,0,0,0,0,0
-232.633550722154,75.1105871378371,2302.71676201797,-172.626166528816,75.4645808513807,2302.85776907237,-163.250817019007,120.80932684629,2289.64255516331,-219.084819689424,144.359220578028,2274.89810452371,-863.075247847156,-176.261792920929,1889.75515216401,0,0,0,0,0,0,0,0,0
-187.818062821395,125.036828401468,2928.58582208914,-86.1491176776424,102.07070735764,2191.09850065973,-84.5651438425199,158.183555890708,2489.28159088589,-140.378311620477,185.647522718174,2456.0179561133,0,0,0,0,0,0,0,0,0,0,0,0
-148.299663283398,76.582055085409,2241.30510051224,-97.8576832127128,77.1256153902546,2249.46704167632,-86.9768311399972,117.25724636088,2221.20106312531,-138.42152519708,138.992267190193,2214.80365652947,-898.353207907008,-158.70229846416,1944.15595984492,0,0,0,0,0,0,0,0,0
-236.170729162501,98.0684478100085,2793.08771812338,-134.093480636953,80.6886827484121,2161.58701213018,-139.959801883678,127.17020509536,2396.34034534669,-191.154080462614,148.125674647297,2380.0473548796,-754.051480303696,-158.672142664258,1726.70734345814,0,0,0,0,0,0,0,0,0
-125.632935782516,87.1750781965998,2380.64898822868,-206.888783139538,101.57494350061,2728.85283806008,-111.327247797529,127.669362731702,2344.74251147145,-163.517818362746,148.364780480776,2332.91440270078,-781.438263347615,-151.624955257154,1768.47454305789,0,0,0,0,0,0,0,0,0
-187.291582143033,79.2087602245349,2522.50737572423,-249.131269008667,81.5853461916003,2560.9546592007,-175.586615694786,119.201252042248,2494.91459692588,-226.378432138006,139.028505885109,2470.54347356474,-797.431620206237,-168.292435565145,1791.39834819218,0,0,0,0,0,0,0,0,0
-184.882862808765,91.1349411394666,2635.08613252808,-235.545022138372,95.9106348080676,2615.94069132691,-166.81600349636,129.103899476181,2563.90244777912,-217.500971090375,151.773596205202,2547.73354279473,-610.7903963466,-151.169370820716,1511.35452585621,-780.315553994278,-175.408682328407,1765.10339095012,-730.467840693239,-157.712335203455,1691.23652386229,0,0,0
-122.837466676346,111.969637691685,2580.5843796586,-180.321775434897,119.703406190726,2597.87789092203,-111.259116881493,149.844832480742,2539.35322793342,-164.482449501875,175.493336834375,2546.30314594604,-857.261995990587,-163.951884987451,1881.86424393257,-806.175856180922,-146.161655598814,1806.13779830853,0,0,0,0,0,0
-133.791651771152,104.589307607074,2580.29971037833,-190.883785324677,109.094226815382,2611.49998758202,-123.183153130362,140.067365636954,2557.4645567512,-174.368605312438,163.852176757139,2536.49181343897,-659.961084726726,-144.620869779131,1585.91304844245,-847.22563821908,-167.718405501384,1866.4743373057,-803.177180746175,-151.963905426469,1801.2093575144,0,0,0
-201.169860974798,96.5870582158093,2799.58106556664,-295.44504039135,136.613398513513,3205.32982270274,-170.163204586046,134.558871797346,2435.84273411489,-67.3407299597693,-119.253469361659,694.674637688589,-580.462696040712,-153.504904494149,1465.48829228547,-738.448007206405,-174.889555667312,1702.04912467898,-684.607563428548,-158.967195832156,1622.04028618995,0,0,0
-220.247033931476,129.504339242468,2981.51614276113,-276.537554125571,134.88497176791,3011.73158325067,-215.318134906127,172.335970257878,2952.19802915931,-274.825170954625,197.884891772769,2962.48002401476,-518.618846986831,-145.627464629337,1372.85095205655,-609.14843633406,-149.907624486557,1508.9693172025,0,0,0,0,0,0
-195.58966314519,97.7395967612029,2605.12936129449,-239.08405636058,100.756877926859,2592.57397002843,-187.125951704824,134.457674102747,2561.74854229911,-238.104758334741,156.209136384535,2563.69443528973,-517.534691717261,-146.371735511212,1371.1646691715,-600.26565114115,-150.595975953963,1495.53509422333,0,0,0,0,0,0
900.566767850168,-48.8089611872131,-1936.77075695493,916.25255660293,-77.0825253884081,-1970.68367571713,-372.502701036362,182.393370050397,3031.42445429058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-251.462093907561,107.362816618803,2732.97659713036,-366.127365816454,131.688505483409,3379.6417764164,-285.739239189928,160.518732361349,2988.68722209211,-333.456827906982,182.061614627836,2962.66752477941,0,0,0,0,0,0,0,0,0,0,0,0
-310.889836798157,103.756037538816,3063.6815955409,-292.184050716276,114.792343831436,2795.82664340757,-439.314374856396,177.378427376817,3545.93311236742,831.900292639586,243.771925130648,-1639.31931977194,0,0,0,0,0,0,0,0,0,0,0,0
-276.904152902942,110.807868678043,2835.24548528361,-363.119123264364,124.857846781839,3182.12491069493,-299.367026960694,159.372034493465,3142.31426462122,-360.478364777767,189.040223426477,3157.78747653011,0,0,0,0,0,0,0,0,0,0,0,0
-235.382334714123,100.36309475613,2321.20633299835,-348.380327355358,123.62208630967,2903.02329349884,-253.506318174721,145.096335187952,2546.85757356233,-299.927084790435,165.380969682252,2524.31407279761,0,0,0,0,0,0,0,0,0,0,0,0
-337.107123503978,104.352652184542,2593.96251037112,-468.08918739318,151.052144282457,3084.50354532675,-294.02621617496,147.70875268039,2303.48989270211,-125.536922913975,-131.838794214746,781.482825399013,0,0,0,0,0,0,0,0,0,0,0,0
-209.919124956671,103.548566946834,2355.22913340261,-262.926727052344,108.658777786482,2322.25277779003,-195.648864806549,151.594549442054,2338.76323634711,-242.710430809205,174.259416836528,2282.04239086098,-655.635562404802,-157.897076872301,1578.45744271204,-859.894064460586,-187.260151864321,1884.18479752987,-804.120196921219,-165.575074180297,1801.66934654333,0,0,0
-115.498645691814,104.032545266937,2025.31610383186,-169.677345992282,109.24434388473,1986.19069434388,-98.0141025006962,151.774090587121,1981.23459627584,-151.014835684884,175.238749206098,1938.51469894477,-13705.0899992203,14.3324285318457,22416.2120308854,0,0,0,0,0,0,0,0,0
35.2790923969662,93.0586435963663,1461.63139455145,-15.7860353896244,98.6484988658556,1452.10303845636,43.4439208598585,132.593541263574,1417.06930849528,-4.22189864549075,154.365310501809,1378.0773902669,0,0,0,0,0,0,0,0,0,0,0,0
51.0401651489741,109.239363006765,1371.71365453106,-2.81349899538541,111.322017608375,1374.7322610206,52.084637198737,148.012488798645,1323.35550556362,-3.85851816682081,167.444806532576,1308.0046282866,0,0,0,0,0,0,0,0,0,0,0,0
64.3162132965405,131.951390166765,1356.52005304217,9.52457118615299,134.015170555552,1368.5810551426,53.8202221481411,163.631200045017,1162.00851305906,4.78323950387632,-80.5196363369824,588.724646136574,0,0,0,0,0,0,0,0,0,0,0,0
