id, x, y, z, roll, pitch, yaw, mse, rmse, mae, mape
0,103.52,-118.1,2045.42,176.52,-2.94,96.13,0.75,0.86,0.55,1.18
0,103.52,-118.1,2045.42,176.52,-2.94,96.13,0.75,0.86,0.55,1.18
0,103.52,-118.1,2045.42,176.52,-2.94,96.13,0.75,0.86,0.55,1.18
0,103.52,-118.1,2045.42,176.52,-2.94,96.13,0.75,0.86,0.55,1.18
0,103.52,-110.82,2046.41,178.05,-1.62,96.03,0.58,0.76,0.43,0.99
0,104.13,-87.25,2047.02,177.41,-5.79,96.96,0.45,0.67,0.5,1.0
0,103.71,-81.43,2049.85,173.86,-2.77,97.7,0.46,0.68,0.54,1.07
0,103.71,-81.43,2049.85,173.86,-2.77,97.7,0.46,0.68,0.54,1.07
0,103.71,-81.43,2049.85,173.86,-2.77,97.7,0.46,0.68,0.54,1.07
0,103.71,-81.43,2049.85,173.86,-2.77,97.7,0.46,0.68,0.54,1.07
0,103.69,-78.49,2049.67,173.52,-5.39,97.71,0.63,0.79,0.52,0.95
0,103.65,-50.39,2048.87,174.35,1.36,97.67,0.81,0.9,0.72,1.49
0,103.65,-50.39,2048.87,174.35,1.36,97.67,0.81,0.9,0.72,1.49
0,103.65,-50.39,2048.87,174.35,1.36,97.67,0.81,0.9,0.72,1.49
0,103.65,-50.39,2048.87,174.35,1.36,97.67,0.81,0.9,0.72,1.49
0,103.63,-47.45,2048.68,174.35,1.36,97.66,0.82,0.9,0.72,1.5
0,103.63,-47.45,2048.68,174.35,1.36,97.66,0.82,0.9,0.72,1.5
0,103.6,-19.36,2047.98,163.96,-0.14,99.16,1.86,1.37,0.87,2.04
0,103.6,-19.36,2047.98,163.96,-0.14,99.16,1.86,1.37,0.87,2.04
0,103.6,-19.36,2047.98,163.96,-0.14,99.16,1.86,1.37,0.87,2.04
0,103.6,-19.36,2047.98,163.96,-0.14,99.16,1.86,1.37,0.87,2.04
0,103.6,-19.36,2047.98,163.96,-0.14,99.16,1.86,1.37,0.87,2.04
0,103.6,-19.36,2047.98,163.96,-0.14,99.16,1.86,1.37,0.87,2.04
0,103.71,4.26,2050.1,163.34,5.15,98.57,10.02,3.16,2.27,4.92
0,103.71,7.23,2050.1,163.74,5.53,98.41,12.75,3.57,2.57,5.52
0,103.71,7.23,2050.1,163.74,5.53,98.41,12.75,3.57,2.57,5.52
0,103.71,7.23,2050.1,163.74,5.53,98.41,12.75,3.57,2.57,5.52
0,103.71,7.23,2050.1,163.74,5.53,98.41,12.75,3.57,2.57,5.52
0,103.71,7.23,2050.1,163.74,5.53,98.41,12.75,3.57,2.57,5.52
0,102.83,36.77,2050.53,169.58,1.93,98.32,1.55,1.25,0.79,1.85
0,102.83,39.74,2050.53,172.67,-2.4,97.83,2.96,1.72,1.08,2.44
0,102.83,39.74,2050.53,172.67,-2.4,97.83,2.96,1.72,1.08,2.44
0,102.82,45.61,2050.16,172.69,-2.4,97.81,3.01,1.73,1.09,2.46
0,102.82,45.61,2050.16,172.69,-2.4,97.81,3.01,1.73,1.09,2.46
0,102.82,45.61,2050.16,172.69,-2.4,97.81,3.01,1.73,1.09,2.46
0,102.78,70.68,2049.35,163.89,-1.84,98.03,3.15,1.77,1.24,2.76
0,101.64,73.91,2056.45,168.91,-2.3,97.27,0.93,0.97,0.71,1.54
0,101.64,73.91,2056.45,168.91,-2.3,97.27,0.93,0.97,0.71,1.54
