id, x, y, z, roll, pitch, yaw, mse, rmse, mae, mape
0,-68.11,112.59,2517.11,176.89,-3.49,97.32,1.2,1.09,0.79,1.5
0,-68.11,112.59,2517.11,176.89,-3.49,97.32,1.2,1.09,0.79,1.5
0,-68.11,112.59,2517.11,176.89,-3.49,97.32,1.2,1.09,0.79,1.5
0,-68.11,112.59,2517.11,176.89,-3.49,97.32,1.2,1.09,0.79,1.5
0,-68.11,112.59,2517.11,176.89,-3.49,97.32,1.2,1.09,0.79,1.5
0,-68.11,112.59,2517.11,176.89,-3.49,97.32,1.2,1.09,0.79,1.5
0,-68.11,112.59,2517.11,176.89,-3.49,97.32,1.2,1.09,0.79,1.5
0,-68.11,112.59,2517.11,176.89,-3.49,97.32,1.2,1.09,0.79,1.5
0,-68.11,112.59,2517.11,176.89,-3.49,97.32,1.2,1.09,0.79,1.5
0,-68.11,112.59,2517.11,176.89,-3.49,97.32,1.2,1.09,0.79,1.5
0,-68.11,112.59,2517.11,176.89,-3.49,97.32,1.86,1.36,0.92,1.95
0,-68.11,112.59,2517.11,177.17,-1.26,97.31,0.85,0.92,0.65,1.39
0,-68.11,112.59,2517.11,177.17,-1.26,97.31,0.85,0.92,0.65,1.39
0,-68.11,112.59,2517.11,177.17,-1.26,97.31,0.85,0.92,0.65,1.39
0,-68.11,112.59,2517.11,177.17,-1.26,97.31,0.85,0.92,0.65,1.39
0,-68.11,112.59,2517.11,177.17,-1.26,97.31,0.85,0.92,0.65,1.39
0,-68.11,112.59,2517.11,177.17,-1.26,97.31,0.85,0.92,0.65,1.39
0,-68.11,112.59,2517.11,177.17,-1.26,97.31,0.85,0.92,0.65,1.39
0,-68.11,112.59,2517.11,177.17,-1.26,97.31,0.85,0.92,0.65,1.39
0,-68.11,112.59,2517.11,177.17,-1.26,97.31,0.85,0.92,0.65,1.39
0,-68.11,112.59,2517.11,177.17,-1.26,97.31,0.85,0.92,0.65,1.39
0,-68.11,112.59,2517.11,177.17,-1.26,97.31,0.85,0.92,0.65,1.39
0,-68.11,112.59,2517.11,177.17,-1.26,97.31,0.85,0.92,0.65,1.39
0,-68.11,112.59,2517.11,177.17,-1.26,97.31,0.85,0.92,0.65,1.39
0,-68.11,112.59,2517.11,177.17,-1.26,97.31,0.85,0.92,0.65,1.39
0,-68.11,112.59,2517.11,177.17,-1.26,97.31,0.85,0.92,0.65,1.39
0,-68.11,112.59,2517.11,177.66,2.53,97.31,4.38,2.09,1.27,2.87
0,-68.11,112.59,2517.11,177.66,2.53,97.31,4.38,2.09,1.27,2.87
0,-68.11,112.59,2517.11,177.66,2.53,97.31,4.38,2.09,1.27,2.87
0,-68.11,112.59,2517.11,177.66,2.53,97.31,4.38,2.09,1.27,2.87
0,-68.11,112.59,2517.11,177.66,2.53,97.31,4.38,2.09,1.27,2.87
0,-68.11,112.59,2517.11,177.66,2.53,97.31,4.38,2.09,1.27,2.87
0,-68.11,112.59,2517.11,177.66,2.53,97.31,4.38,2.09,1.27,2.87
0,-68.11,112.59,2517.11,177.66,2.53,97.31,4.38,2.09,1.27,2.87
0,-68.11,112.59,2517.11,177.66,2.53,97.31,4.38,2.09,1.27,2.87
0,-68.11,112.59,2517.11,177.66,2.53,97.31,4.38,2.09,1.27,2.87
0,-68.11,112.59,2517.11,177.66,2.53,97.31,4.38,2.09,1.27,2.87
