id, x, y, z, roll, pitch, yaw, mse, rmse, mae, mape
0,168.73,12.67,915.31,-179.39,-6.06,125.83,0.29,0.54,0.39,0.86
0,169.56,13.96,913.37,176.99,-6.7,126.78,0.1,0.31,0.22,0.49
0,169.21,15.28,913.61,178.84,-6.73,126.21,0.3,0.55,0.42,0.86
0,169.21,15.28,913.61,178.84,-6.73,126.21,0.3,0.55,0.42,0.86
0,169.21,15.28,913.61,178.84,-6.73,126.21,0.3,0.55,0.42,0.86
0,169.21,15.28,913.61,178.84,-6.73,126.21,0.3,0.55,0.42,0.86
0,169.21,15.28,913.61,178.84,-6.73,126.21,0.3,0.55,0.42,0.86
0,169.21,15.28,913.61,178.84,-6.73,126.21,0.3,0.55,0.42,0.86
0,169.21,15.28,913.61,178.84,-6.73,126.21,0.3,0.55,0.42,0.86
0,169.21,15.28,913.61,178.84,-6.73,126.21,0.3,0.55,0.42,0.86
0,168.97,15.29,914.45,179.22,-5.38,126.23,0.19,0.43,0.32,0.66
0,168.97,15.29,914.45,179.22,-5.38,126.23,0.19,0.43,0.32,0.66
0,168.97,15.29,914.45,179.22,-5.38,126.23,0.19,0.43,0.32,0.66
0,168.97,15.29,914.45,179.22,-5.38,126.23,0.19,0.43,0.32,0.66
0,169.23,15.32,915.87,-178.67,-4.61,126.33,0.2,0.44,0.33,0.67
0,169.23,15.32,915.87,-178.67,-4.61,126.33,0.2,0.44,0.33,0.67
0,169.23,15.32,915.87,-178.67,-4.61,126.33,0.2,0.44,0.33,0.67
0,169.23,15.32,915.87,-178.67,-4.61,126.33,0.2,0.44,0.33,0.67
0,169.23,15.32,915.87,-178.67,-4.61,126.33,0.2,0.44,0.33,0.67
0,169.23,15.32,915.87,-178.67,-4.61,126.33,0.2,0.44,0.33,0.67
0,169.23,15.32,915.87,-178.67,-4.61,126.33,0.2,0.44,0.33,0.67
0,169.23,15.32,915.87,-178.67,-4.61,126.33,0.2,0.44,0.33,0.67
0,169.23,15.32,915.87,-178.67,-4.61,126.33,0.2,0.44,0.33,0.67
0,169.23,15.32,915.87,-178.67,-4.61,126.33,0.2,0.44,0.33,0.67
0,169.23,15.32,915.87,-178.67,-4.61,126.33,0.2,0.44,0.33,0.67
0,169.23,15.32,915.87,-178.67,-4.61,126.33,0.2,0.44,0.33,0.67
0,169.23,15.32,915.87,-178.67,-4.61,126.33,0.2,0.44,0.33,0.67
0,169.23,15.32,915.87,-178.67,-4.61,126.33,0.2,0.44,0.33,0.67
0,169.23,15.32,915.87,-178.67,-4.61,126.33,0.2,0.44,0.33,0.67
0,169.23,15.32,915.87,-178.67,-4.61,126.33,0.2,0.44,0.33,0.67
0,169.23,15.32,915.87,-178.67,-4.61,126.33,0.2,0.44,0.33,0.67
0,169.23,15.32,915.87,-178.67,-4.61,126.33,0.2,0.44,0.33,0.67
0,169.23,15.32,915.87,-178.67,-4.61,126.33,0.2,0.44,0.33,0.67
0,169.23,15.32,915.87,-178.67,-4.61,126.33,0.2,0.44,0.33,0.67
0,169.63,15.3,914.48,-178.94,-5.38,126.32,0.33,0.58,0.47,0.94
0,169.9,15.32,915.9,-178.58,-5.3,126.34,0.25,0.5,0.4,0.81
0,169.9,15.32,915.9,-178.58,-5.3,126.34,0.25,0.5,0.4,0.81
0,170.57,13.33,914.56,179.3,-4.81,125.73,0.29,0.54,0.4,0.74
0,171.21,12.66,913.75,178.29,-5.33,126.07,0.41,0.64,0.45,0.92
0,171.21,12.66,913.75,178.29,-5.33,126.07,0.41,0.64,0.45,0.92
0,171.21,12.66,913.75,178.29,-5.33,126.07,0.41,0.64,0.45,0.92
0,171.21,12.66,913.75,178.29,-5.33,126.07,0.41,0.64,0.45,0.92
0,171.21,12.66,913.75,178.29,-5.33,126.07,0.41,0.64,0.45,0.92
0,171.21,12.66,913.75,178.16,-5.86,126.49,0.31,0.56,0.39,0.86
0,171.21,12.66,913.75,178.16,-5.86,126.49,0.31,0.56,0.39,0.86
0,171.21,12.66,913.75,178.16,-5.86,126.49,0.31,0.56,0.39,0.86
0,171.75,12.02,915.2,178.64,-5.16,126.99,0.17,0.41,0.3,0.65
0,173.64,12.67,914.71,179.41,-5.31,126.61,0.3,0.55,0.39,0.79
0,174.46,14.61,912.75,177.88,-6.46,127.02,0.3,0.55,0.36,0.73
0,174.08,19.23,913.53,179.05,-6.24,126.37,0.16,0.4,0.3,0.59
0,174.08,19.23,913.53,179.05,-6.24,126.37,0.16,0.4,0.3,0.59
0,174.08,19.23,913.53,179.05,-6.24,126.37,0.16,0.4,0.3,0.59
0,174.08,19.23,913.53,179.05,-6.24,126.37,0.16,0.4,0.3,0.59
0,174.08,19.23,913.53,179.05,-6.24,126.37,0.16,0.4,0.3,0.59
0,174.08,19.23,913.53,179.05,-6.24,126.37,0.16,0.4,0.3,0.59
0,174.08,19.23,913.53,179.05,-6.24,126.37,0.16,0.4,0.3,0.59
0,174.08,19.23,913.53,179.05,-6.24,126.37,0.16,0.4,0.3,0.59
0,174.08,19.23,913.53,179.05,-6.24,126.37,0.16,0.4,0.3,0.59
0,174.08,19.23,913.53,179.05,-6.24,126.37,0.16,0.4,0.3,0.59
0,174.08,19.23,913.53,179.05,-6.24,126.37,0.16,0.4,0.3,0.59
0,174.08,19.23,913.53,179.05,-6.24,126.37,0.16,0.4,0.3,0.59
0,174.08,19.23,913.53,179.05,-6.24,126.37,0.16,0.4,0.3,0.59
0,174.08,19.23,913.53,179.05,-6.24,126.37,0.16,0.4,0.3,0.59
0,174.08,19.23,913.53,179.05,-6.24,126.37,0.16,0.4,0.3,0.59
0,174.08,19.23,913.53,179.05,-6.24,126.37,0.16,0.4,0.3,0.59
0,174.08,19.23,913.53,179.05,-6.24,126.37,0.16,0.4,0.3,0.59
0,174.08,19.23,913.53,179.05,-6.24,126.37,0.16,0.4,0.3,0.59
0,174.08,19.23,913.53,179.05,-6.24,126.37,0.16,0.4,0.3,0.59
0,173.68,21.24,914.92,178.88,-6.48,126.05,0.02,0.13,0.09,0.17
0,173.68,21.24,914.92,178.88,-6.48,126.05,0.02,0.13,0.09,0.17
0,173.68,21.24,914.92,178.88,-6.48,126.05,0.02,0.13,0.09,0.17
0,173.68,21.24,914.92,178.88,-6.48,126.05,0.02,0.13,0.09,0.17
0,173.51,23.18,914.02,178.24,-4.86,125.71,0.13,0.36,0.29,0.53
0,173.51,23.18,914.02,178.24,-4.86,125.71,0.13,0.36,0.29,0.53
0,173.51,23.18,914.02,178.24,-4.86,125.71,0.13,0.36,0.29,0.53
0,173.51,23.18,914.02,178.24,-4.86,125.71,0.13,0.36,0.29,0.53
0,173.51,23.18,914.02,178.24,-4.86,125.71,0.13,0.36,0.29,0.53
0,173.51,23.18,914.02,178.24,-4.86,125.71,0.13,0.36,0.29,0.53
0,173.51,23.18,914.02,178.24,-4.86,125.71,0.13,0.36,0.29,0.53
