1054.4355, 95.95654, -1.9957758, -2.055359, -2.535815, 0.0, 
1083.1274, 94.75188, -2.5903778, 2.134875, -2.8811417, 0.0, 
1062.0044, 93.405914, -3.25472, 1.8728434, -2.6999562, 0.0, 
1069.925, 94.59491, -2.6678543, 1.9381536, -2.2533417, 0.0, 
1066.0085, 95.96702, -1.9906069, -1.9249382, -2.8767292, 0.0, 
1047.8352, 94.38825, -2.7698581, 1.8582497, -3.0123596, 0.0, 
1632.8683, 91.94623, -3.9751942, 1.2704214, -3.9139912, 0.0, 
1624.0215, 94.13157, -2.8965504, 2.209175, -2.8462703, 0.0, 
1678.4797, 95.08168, 2.8213272, 0.03426488, -5.8214545, 0.0, 
1678.1786, 95.276306, 2.7096837, 0.3164355, -4.4077888, 0.0, 
1658.7035, 92.45479, -3.724181, 0.8608411, -4.257609, 0.0, 
2237.1414, 94.3502, 3.2409325, 0.20210266, -7.06014, 0.0, 
2250.5337, 96.08834, 2.2438686, 0.06684748, -6.768364, 0.0, 
2216.5796, 92.267555, -3.8165944, 1.3280386, -5.222544, 0.0, 
2190.153, 94.78468, 2.991698, -1.3013229, -6.969477, 0.0, 
2203.047, 94.39701, 3.2140796, 0.5191803, -6.346102, 0.0, 
2175.8635, 94.702446, 3.0388706, -0.08177439, -5.177742, 0.0, 
2795.8562, 94.419106, 3.2014046, -1.5760117, -7.5076394, 0.0, 
2790.271, 98.93727, 0.6096204, -1.2934366, -7.815618, 0.0, 
-3168.4893, 0.0, -4229.841, -2124.7085, -2113.3406, 0.0, 
2751.0151, 95.06289, 2.832105, -0.66765976, -7.113304, 0.0, 
2774.3518, 99.64127, 0.20578003, -1.662487, -6.765579, 0.0, 
2735.6152, 98.587204, -0.8104299, -2.771829, -9.110644, 0.0, 
2689.187, 95.69303, 2.4706357, -1.3188171, -8.14339, 0.0, 
2788.9895, 99.42177, 0.33169684, -2.0232391, -9.238902, 0.0, 
3446.3865, 96.26503, -2.1425145, 3.418958, -11.129338, 0.0, 
3365.9333, 0.0, -996.3952, -1980.3757, -996.3066, 0.0, 
3444.7698, 92.2616, -4.439031, -1.6424484, -19.035631, 0.0, 
3486.3135, 91.95461, -4.61513, 0.3850123, -11.025563, 0.0, 
3368.6648, 97.58923, -1.382904, -3.3676617, -10.2595625, 0.0, 
3486.3987, 87.8581, -6.965037, -8.875214, -18.807388, 0.0, 
3486.5215, 99.49285, 0.29091772, -3.186142, -10.577313, 0.0, 
