0.0, 0.0, 0.0, 0.0, 
-0.106159166, -0.32985842, -0.28162476, -0.12109815, 
-0.32920972, 0.12505424, -0.33641148, -0.31596577, 
-0.032837734, -0.15657897, -0.13877875, -0.028264092, 
-0.098627426, 0.26230454, -0.18857802, -0.09223424, 
-0.14724511, 0.25414315, 0.082867436, 0.004980054, 
0.179262, 0.1941997, -0.031303838, -0.019904332, 
-0.14121766, -0.10602448, -0.00329052, -0.22470622, 
0.106902, 0.10418996, 0.26662895, -0.14536323, 
-0.2090376, 0.3004799, -0.062340807, 0.13981523, 
-0.23204304, -0.12603168, -0.51788354, -0.26108944, 
-0.066292256, 0.18805602, 0.015872229, 0.1411743, 
-0.035919514, -0.028601276, -0.23898518, -0.019684592, 
-0.032656204, 0.2883306, -0.10999057, 0.10085323, 
-0.22600764, 0.1573984, -0.13662374, -0.27057645, 
0.19519652, 0.13264288, 0.31164896, 0.20350206, 
-0.2717711, 0.2935853, -0.20513843, -0.1407453, 
-0.019146262, 0.15845871, 0.05955319, 0.0017077305, 
0.046505164, 0.42494354, 0.11037266, 0.08803726, 
