-28.081236543496804, -36.392637764432884, 353.2204843986452
-27.186811432270297, -35.71293306853924, 362.0819575731075
-26.593448237262862, -35.462757015366726, 376.31082013103793
-27.311778631787686, -34.705233572951315, 386.4104563981003
-26.311670622658635, -34.13036228518994, 397.0325686841515
-25.6203237583205, -34.25374955817514, 414.2800882036
-25.06615685831593, -33.35382526512441, 420.24248427685205
-24.867900535541278, -33.41125203673057, 432.94496209730374
-24.65369827340757, -32.731947379774034, 446.4226014083933
-23.797491449627763, -33.57129525466493, 468.315647308517
-23.794825673236687, -32.26683371489652, 468.2087552411294
-23.93532898010853, -32.863615952363276, 492.4844117362305
-22.841843600005067, -31.769533367329966, 492.3536419768798
-22.197627075339028, -32.96756113524168, 528.8007554108813
-21.02394167308773, -31.79263956246858, 528.6479043526992
-22.614952241069734, -31.192004317459133, 538.5924986701317
-21.829702818350594, -30.58546394238119, 548.9088190094421
-20.183911129279494, -31.810441028901103, 570.7301202544718
-22.940236458088943, -31.493951683740548, 519.1146946306931
-23.794825673236687, -32.26683371489652, 468.2087552411294
-49.80728563107219, -12.008032346887568, 144.13090520206472
