-77.17270435898227, -27.774127602971287, 322.8763877963935
-74.62264107689394, -28.256444041312516, 333.78818496762153
-73.40443661977187, -27.99293279009172, 342.5442888144007
-69.60369979942756, -27.865128159939367, 350.0228823797922
-66.2418776451899, -27.73449714982905, 361.2446707366456
-64.37461028847436, -27.85783533131265, 369.7586571897332
-63.29111422307842, -27.278380635955063, 376.9160111051739
-60.37255562810834, -27.82415553125808, 388.077576982148
-57.90968387253848, -27.235263716000713, 395.9095462833167
-54.0990199028574, -27.816448805573735, 403.9294646381802
-51.970296343310935, -27.799119529303997, 416.94391234037687
-50.19631597445262, -27.630275798589537, 423.7265785151211
-48.09567976383463, -27.61996556385568, 428.2996610754174
-45.631721683631476, -27.594110386616784, 442.9885281260281
-43.38007189437142, -27.25060023047203, 448.0173386148015
-41.32316098227094, -27.05786882044304, 455.8812422452348
